timestamp,open,high,low,close,volume
1773052200000,67758.10,67817.10,67550.00,67642.20,1857.288
1773053100000,67642.20,67669.30,67518.00,67571.20,1352.945
1773054000000,67571.30,67746.90,67536.40,67664.30,1279.755
1773054900000,67664.30,67690.60,67301.00,67439.30,2259.805
1773055800000,67439.40,67638.00,67424.00,67600.00,813.964
1773056700000,67600.00,67832.60,67540.00,67723.30,1463.088
1773057600000,67723.30,67887.90,67714.20,67872.30,1288.483
1773058500000,67872.40,68133.00,67828.20,68115.00,1931.069
1773059400000,68114.90,68311.70,67945.30,68089.00,4335.709
1773060300000,68089.00,68187.60,67975.10,68124.10,1595.530
1773061200000,68124.10,68588.30,68102.20,68426.30,3307.947
1773062100000,68426.30,68760.90,68155.40,68734.90,5194.538
1773063000000,68734.80,69247.20,68683.60,69201.00,8998.347
1773063900000,69201.00,69273.90,68748.60,68939.90,8327.267
1773064800000,68940.00,69220.00,68641.50,68801.90,5954.617
1773065700000,68801.90,69247.10,68800.70,69114.40,3646.118
1773066600000,69114.40,69449.10,69050.00,69377.80,5614.516
1773067500000,69377.90,69390.90,69009.50,69112.80,3834.282
1773068400000,69112.80,69215.00,68925.90,69135.50,2619.134
1773069300000,69135.50,69210.00,68939.40,69050.00,2180.275
1773070200000,69049.90,69145.10,68690.40,68726.80,3656.422
1773071100000,68726.80,69047.80,68688.40,68832.30,2016.822
1773072000000,68832.40,69028.40,68708.70,68738.50,1814.520
1773072900000,68738.40,69013.00,68703.00,68928.40,1811.215
1773073800000,68928.50,69090.00,68586.40,69032.80,2837.955
1773074700000,69032.90,69188.00,68852.00,68920.50,1812.757
1773075600000,68920.60,69056.10,68838.20,68955.30,1126.817
1773076500000,68955.30,69027.90,68556.90,68589.80,2137.816
1773077400000,68589.80,68729.50,68217.00,68374.10,3988.128
1773078300000,68374.00,68641.90,68364.10,68570.00,1950.319
1773079200000,68570.00,68596.00,68200.10,68403.80,2259.713
1773080100000,68403.90,68627.30,68382.00,68514.60,1521.401
1773081000000,68514.50,68673.00,68438.20,68457.60,1237.219
1773081900000,68457.70,68518.70,68281.30,68327.40,880.583
1773082800000,68327.50,68484.20,68327.50,68370.00,753.753
1773083700000,68370.00,69336.40,68329.90,69320.50,7538.569
1773084600000,69320.50,69498.00,68744.70,68922.90,5804.000
1773085500000,68922.90,69030.80,68764.90,68951.80,2459.703
1773086400000,68951.80,69100.20,68820.00,68962.80,1638.251
1773087300000,68962.80,69038.80,68875.40,68921.50,549.629
1773088200000,68921.40,68930.70,68751.70,68845.10,876.139
1773089100000,68845.00,69005.70,68718.00,68916.30,976.429
1773090000000,68916.30,69064.10,68902.30,68989.70,1132.896
1773090900000,68989.70,68999.40,68788.00,68805.90,1035.379
1773091800000,68805.90,68977.80,68621.40,68911.90,1689.484
1773092700000,68912.00,69005.00,68860.00,68882.70,351.629
1773093600000,68882.70,69000.00,68642.00,68788.50,1178.042
1773094500000,68788.40,68839.80,68673.10,68795.90,441.098
1773095400000,68795.90,68836.40,68557.70,68698.40,1189.685
1773096300000,68698.30,68718.30,68554.20,68602.20,860.348
1773097200000,68602.20,68663.00,68512.10,68617.80,840.089
1773098100000,68617.70,68617.70,68486.20,68568.10,783.386
1773099000000,68568.10,68594.10,68470.00,68511.10,655.606
1773099900000,68511.20,68526.20,68333.00,68394.10,1069.427
1773100800000,68394.00,68475.90,68345.00,68383.50,1382.418
1773101700000,68383.40,69000.00,68360.90,68943.40,3430.541
1773102600000,68943.40,69175.70,68848.80,69150.00,2459.971
1773103500000,69150.10,69259.90,69018.20,69113.10,2034.073
1773104400000,69113.20,69217.40,69024.50,69073.20,1128.944
1773105300000,69073.20,69121.70,68806.10,68936.50,1234.537
1773106200000,68936.60,69048.60,68721.40,68940.00,1343.234
1773107100000,68939.90,69362.90,68898.40,69229.00,2478.830
1773108000000,69229.00,69343.50,69064.00,69190.50,1564.546
1773108900000,69190.50,69359.90,69103.00,69333.00,1148.895
1773109800000,69333.10,70415.10,69333.00,70290.20,12456.539
1773110700000,70290.10,70555.00,70213.50,70242.00,6015.296
1773111600000,70242.00,70348.10,69983.20,70144.20,3710.742
1773112500000,70144.20,70248.40,70066.00,70087.70,1186.749
1773113400000,70087.70,70099.60,69811.00,69814.50,2882.003
1773114300000,69814.50,69814.60,69338.50,69391.00,7072.124
1773115200000,69391.00,69733.20,69391.00,69688.10,2260.333
1773116100000,69688.00,69780.00,69531.10,69700.00,1725.279
1773117000000,69700.10,69990.00,69700.10,69910.20,1829.603
1773117900000,69910.20,70094.70,69800.30,70035.80,1773.307
1773118800000,70035.80,70330.40,69974.90,70135.40,2517.415
1773119700000,70135.50,70285.70,69973.80,70010.20,1615.975
1773120600000,70010.20,70096.90,69875.20,69881.50,1094.410
1773121500000,69881.50,69950.00,69842.70,69938.30,668.764
1773122400000,69938.30,69944.60,69776.00,69843.80,981.865
1773123300000,69843.80,70160.30,69719.40,70104.10,2284.246
1773124200000,70104.10,70134.40,69914.50,69928.90,1188.948
1773125100000,69928.80,70031.60,69826.20,69879.60,840.252
1773126000000,69879.60,70400.00,69793.70,70212.80,4746.498
1773126900000,70212.70,70500.00,70195.60,70289.80,2095.333
1773127800000,70289.80,70375.10,70260.00,70294.20,1158.062
1773128700000,70294.20,70478.90,70236.00,70374.70,1538.274
1773129600000,70374.70,70900.00,70332.20,70872.00,6898.501
1773130500000,70872.10,70951.90,70700.00,70810.30,3613.479
1773131400000,70810.30,71067.20,70810.30,70880.00,3266.244
1773132300000,70880.10,70880.10,70564.30,70650.90,3481.430
1773133200000,70650.90,70870.00,70615.50,70768.40,2289.504
1773134100000,70768.40,71253.90,70706.90,71185.00,3865.063
1773135000000,71185.00,71272.40,71011.30,71043.00,1953.617
