timestamp,open,high,low,close,volume
1765220400000,89921.68000000,90200.00000000,89860.07000000,90056.56000000,108.28029000
1765221300000,90056.57000000,90195.98000000,89959.25000000,90121.37000000,86.44402000
1765222200000,90121.37000000,90321.69000000,90054.05000000,90168.56000000,88.72089000
1765223100000,90168.56000000,90366.39000000,90045.33000000,90124.48000000,59.08596000
1765224000000,90124.49000000,90490.82000000,90124.49000000,90356.00000000,116.63367000
1765224900000,90356.00000000,90629.34000000,90302.40000000,90453.56000000,136.41086000
1765225800000,90453.56000000,90620.00000000,90307.70000000,90605.89000000,111.03769000
1765226700000,90605.90000000,90917.23000000,90584.73000000,90799.92000000,200.98456000
1765227600000,90799.92000000,90976.59000000,90675.00000000,90765.22000000,145.33296000
1765228500000,90765.23000000,91067.00000000,90753.77000000,91032.59000000,116.90439000
1765229400000,91032.60000000,91257.60000000,91032.59000000,91158.16000000,186.66813000
1765230300000,91158.16000000,91374.00000000,91098.56000000,91316.01000000,130.92749000
1765231200000,91316.00000000,91373.69000000,90926.83000000,90987.99000000,109.50331000
1765232100000,90987.99000000,91056.00000000,90851.14000000,90971.50000000,103.26139000
1765233000000,90971.51000000,91051.51000000,90763.84000000,90768.00000000,105.47138000
1765233900000,90768.01000000,90935.76000000,90726.40000000,90833.86000000,73.66968000
1765234800000,90833.85000000,91026.52000000,90794.24000000,90812.75000000,147.64783000
1765235700000,90812.76000000,90873.98000000,90490.76000000,90719.27000000,192.25447000
1765236600000,90719.27000000,90781.93000000,90590.11000000,90627.36000000,55.85810000
1765237500000,90627.37000000,90644.99000000,90551.85000000,90634.34000000,48.92896000
1765238400000,90634.35000000,90767.36000000,90591.85000000,90747.69000000,58.96650000
1765239300000,90747.68000000,90846.26000000,90690.78000000,90690.79000000,92.77014000
1765240200000,90690.79000000,90690.79000000,90400.46000000,90440.49000000,75.25637000
1765241100000,90440.48000000,90517.99000000,90355.00000000,90396.73000000,61.38322000
1765242000000,90396.72000000,90511.42000000,90233.04000000,90481.01000000,89.41502000
1765242900000,90481.01000000,90569.98000000,90175.55000000,90214.96000000,209.18052000
1765243800000,90214.96000000,90262.48000000,90013.91000000,90047.93000000,104.05432000
1765244700000,90047.93000000,90099.00000000,89966.00000000,90055.80000000,135.01405000
1765245600000,90055.80000000,90257.06000000,89979.21000000,90118.02000000,89.29913000
1765246500000,90118.01000000,90368.00000000,90104.18000000,90299.20000000,79.76417000
1765247400000,90299.21000000,90339.90000000,90189.29000000,90251.31000000,60.82589000
1765248300000,90251.31000000,90324.47000000,90060.21000000,90068.20000000,82.28081000
1765249200000,90068.21000000,90159.70000000,89980.00000000,89985.42000000,133.95394000
1765250100000,89985.43000000,90113.09000000,89795.84000000,90030.00000000,750.70142000
1765251000000,90030.00000000,90417.54000000,90025.07000000,90355.20000000,237.77474000
1765251900000,90355.20000000,90442.77000000,90294.40000000,90405.01000000,94.77164000
1765252800000,90405.02000000,90500.00000000,90385.23000000,90452.03000000,74.35278000
1765253700000,90452.04000000,90500.00000000,90319.77000000,90400.47000000,52.67702000
1765254600000,90400.47000000,90400.47000000,89737.47000000,89921.88000000,286.30032000
1765255500000,89921.89000000,89967.89000000,89836.00000000,89917.53000000,75.18939000
1765256400000,89917.52000000,89976.97000000,89701.00000000,89779.42000000,93.44482000
1765257300000,89779.42000000,89884.70000000,89500.00000000,89862.47000000,250.64208000
1765258200000,89862.48000000,90209.96000000,89851.14000000,90103.82000000,215.96831000
1765259100000,90103.82000000,90172.99000000,89868.52000000,89899.35000000,90.59867000
1765260000000,89899.35000000,90115.34000000,89884.92000000,89959.46000000,70.47565000
1765260900000,89959.46000000,90050.00000000,89814.26000000,89877.96000000,70.05432000
1765261800000,89877.96000000,89945.98000000,89775.67000000,89943.98000000,70.33301000
1765262700000,89943.99000000,90232.76000000,89898.75000000,90166.84000000,110.44134000
1765263600000,90166.85000000,90299.99000000,90091.56000000,90116.00000000,93.60257000
1765264500000,90115.99000000,90429.86000000,90115.99000000,90363.13000000,84.11284000
