timestamp,open,high,low,close,volume
1767841200000,90956.50000000,91142.51000000,90616.36000000,90813.40000000,547.79189000
1767844800000,90813.40000000,91168.00000000,90700.00000000,91022.75000000,357.33917000
1767848400000,91022.74000000,91188.00000000,90786.14000000,90829.58000000,295.83835000
1767852000000,90829.58000000,90872.00000000,89897.01000000,89898.01000000,1360.25581000
1767855600000,89898.00000000,90588.00000000,89641.84000000,90548.02000000,1094.34311000
1767859200000,90548.02000000,90917.22000000,90155.05000000,90227.25000000,841.98085000
1767862800000,90227.25000000,90374.78000000,89956.00000000,90010.00000000,514.04982000
1767866400000,90009.99000000,90493.18000000,89777.25000000,90410.10000000,526.53398000
1767870000000,90409.61000000,90487.31000000,90022.26000000,90226.77000000,548.71612000
1767873600000,90226.77000000,90240.85000000,89781.96000000,89989.21000000,992.96975000
1767877200000,89989.20000000,90105.08000000,89861.59000000,89962.14000000,441.44929000
1767880800000,89962.14000000,90171.00000000,89311.00000000,90024.01000000,1521.76403000
1767884400000,90024.00000000,90847.52000000,89820.89000000,90781.57000000,1428.07575000
1767888000000,90781.57000000,90926.84000000,90312.89000000,90926.84000000,855.68064000
1767891600000,90926.84000000,91440.00000000,90842.00000000,91366.39000000,874.20589000
1767895200000,91366.39000000,91469.00000000,90952.00000000,91117.35000000,517.40477000
1767898800000,91117.35000000,91333.00000000,90812.98000000,90937.41000000,409.29800000
1767902400000,90937.42000000,90996.02000000,90568.11000000,90927.62000000,476.53275000
1767906000000,90927.63000000,91336.63000000,90917.70000000,91272.96000000,629.96765000
1767909600000,91272.96000000,91493.00000000,91033.11000000,91231.90000000,417.67218000
1767913200000,91231.89000000,91336.63000000,91046.87000000,91099.99000000,233.87135000
1767916800000,91100.00000000,91307.72000000,91058.70000000,91290.33000000,179.40576000
1767920400000,91290.34000000,91632.10000000,90850.00000000,91056.19000000,545.56598000
1767924000000,91056.20000000,91481.19000000,91023.00000000,91038.38000000,431.10210000
1767927600000,91038.39000000,91271.73000000,90941.44000000,91220.23000000,417.79460000
1767931200000,91220.24000000,91236.72000000,90933.30000000,91012.80000000,322.36121000
1767934800000,91012.81000000,91119.81000000,90882.71000000,91091.82000000,292.21625000
1767938400000,91091.82000000,91146.47000000,90989.29000000,91137.58000000,209.50276000
1767942000000,91137.58000000,91137.58000000,90738.34000000,90741.84000000,669.47590000
1767945600000,90741.85000000,90843.77000000,89694.66000000,90033.52000000,1141.88324000
1767949200000,90033.52000000,90481.20000000,90014.60000000,90338.46000000,507.45187000
1767952800000,90338.47000000,90558.01000000,90283.47000000,90485.87000000,396.79277000
1767956400000,90485.87000000,90691.32000000,90404.21000000,90463.11000000,540.59585000
1767960000000,90463.12000000,90603.53000000,90235.13000000,90449.23000000,690.17113000
